"id","user_id","unix_in_ms","ibi"
185041631,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643563839781,679
185041630,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643563839009,772
185041629,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643563837591,834
185041628,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643563836862,729
185041627,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643563836171,691
185041626,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643563835452,719
185041625,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643563834780,672
185041624,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643563833013,657
185041623,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643563832320,693
185041622,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643563831604,716
185041621,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643563830852,752
185041620,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643563830042,810
185041619,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643563828243,793
185041618,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643563827494,749
185041617,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643563826772,722
185041616,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643563826060,712
185041615,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643563825341,719
185041614,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643563824453,887
185041613,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643563823725,728
185041612,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643563822988,737
185041611,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643563822240,748
185041610,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643563820752,717
185041609,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643563820027,725
185041608,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643563819328,699
185041607,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643563818591,737
185041606,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643563817859,729
185041605,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643563817096,763
185041604,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643563816296,800
185041603,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643563815496,800
