"id","user_id","unix_in_ms","ibi"
184728024,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488151623,986
184728023,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488150636,987
184728022,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488149681,955
184728021,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488148720,961
184728020,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488147657,1063
184728019,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488144382,991
184728018,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488142453,972
184728017,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488141533,920
184728016,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488140614,919
184728015,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488139703,911
184728014,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488138793,910
184728013,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488136827,964
184728012,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488136020,807
184728011,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488135176,844
184728010,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488134177,999
184728009,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488133107,1070
184728008,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488132012,1092
184728007,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488130968,1044
184728006,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488129977,991
184728005,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488128109,1074
184728004,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488127039,1070
184728003,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488125988,1051
184728002,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488124946,1042
184728001,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488123920,1026
184728000,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488122988,930
184727999,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488122051,937
184727998,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488120741,1310
184727997,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488119589,1152
184727996,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488118415,1174
184727995,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488117338,1074
184727994,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488116160,1178
184727993,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488114998,1162
184727992,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488113921,1077
184727991,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488112806,1115
184727990,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488110621,1001
184727989,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488109770,851
184727988,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488107868,900
184727987,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488106999,869
184727986,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488106110,889
184727985,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488105226,884
184727984,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488104315,911
184727983,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488103331,982
184727982,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488102340,991
184727981,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488101373,967
184727980,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488100430,943
184727979,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488099342,1088
184727978,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488096271,901
184727977,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488095423,848
184727976,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488094531,892
184727975,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488093606,925
184727974,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488092646,960
184727973,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488091656,987
184727972,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488090701,955
184727971,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488089790,911
184727970,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488088871,919
184727969,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488087972,899
184727968,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488086126,844
184727967,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488085257,869
184727966,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488084339,918
184727965,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488083350,989
184727964,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488082347,1003
184727963,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488081344,1000
184727962,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488080355,989
184727961,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488079467,888
184727960,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488078575,892
184727959,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488077488,1087
184727958,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488076466,1021
184727957,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488075387,1079
184727956,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488074322,1065
184727955,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488073291,1031
184727954,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488071854,894
184727953,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488070855,999
184727952,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488069881,974
184727951,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488068943,938
184727950,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488067990,953
184727949,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488066998,989
184727948,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488065962,1036
184727947,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488064810,1152
184727946,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488063867,943
184727945,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488062842,1025
184727944,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488060961,729
184727943,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488059983,978
184727942,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488057966,1015
184727941,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488057020,946
184727940,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488056109,911
184727939,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488054503,882
184727938,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488053628,875
184727937,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488052747,881
184727936,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488051864,883
184727935,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488050930,934
184727934,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488048690,1019
184727933,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488046792,896
184727932,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488045878,914
184727931,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488044961,917
184727930,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488044176,785
184727929,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488043366,810
184727928,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488042511,853
184727927,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488041613,898
184727926,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488040529,1084
184727925,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488039583,946
184727924,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488038657,926
184727923,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488037731,924
184727922,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488036823,908
184727921,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488035926,897
184727920,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488034248,878
184727919,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488033359,889
184727918,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488032469,890
184727917,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488031568,901
184727916,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488030599,969
184727915,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488029675,920
184727914,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488028718,957
184727913,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488027666,1052
184727912,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488026705,961
184727911,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488025746,959
184727910,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488024772,971
184727909,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488023819,953
184727908,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488022880,939
184727907,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488021959,921
184727906,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488021015,944
184727905,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488020030,983
184727904,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488018824,1206
184727903,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488017818,1006
184727902,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488016871,947
184727901,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488015914,957
184727900,"a502b54f-5ad0-4e5a-8399-d1e257aa1ec1",1643488013934,977
