id,user_id,unix_in_ms,ibi
37914723,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717379155200000000E+12,570
37914722,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717379098200000000E+12,570
37914721,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717379039600000000E+12,575
37914720,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717378981300000000E+12,583
37914719,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717378923200000000E+12,581
37914718,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717378865600000000E+12,576
37914717,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717378752500000000E+12,564
37914716,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717378696400000000E+12,561
37914715,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717378640200000000E+12,562
37914714,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717378583200000000E+12,570
37914713,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717378526200000000E+12,570
37914712,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717378468700000000E+12,574
37914711,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717378410900000000E+12,578
37914710,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717378352600000000E+12,583
37914709,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717378293600000000E+12,590
37914708,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717378172700000000E+12,610
37914707,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717378110200000000E+12,625
37914706,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717378047500000000E+12,627
37914705,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717377984800000000E+12,627
37914704,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717377924100000000E+12,607
37914703,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717377864600000000E+12,586
37914702,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717377806200000000E+12,584
37914701,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717377748800000000E+12,574
37914700,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717377692800000000E+12,560
37914699,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717377638400000000E+12,544
37914698,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717377485100000000E+12,539
37914697,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717377430000000000E+12,551
37914696,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717377375100000000E+12,549
37914695,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717377320000000000E+12,551
37914694,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717377264900000000E+12,551
37914693,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717377207700000000E+12,565
37914692,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717377151300000000E+12,564
37914691,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717377095200000000E+12,561
37914690,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717377027000000000E+12,558
37914689,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717376971400000000E+12,556
37914688,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717376916200000000E+12,552
37914687,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717376862400000000E+12,538
37914686,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717376810800000000E+12,516
37914685,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717376661600000000E+12,488
37914684,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717376611500000000E+12,501
37914683,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717376558300000000E+12,532
37914682,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717376504800000000E+12,535
37914681,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717376450600000000E+12,542
37914680,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717376395000000000E+12,555
37914679,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717376339300000000E+12,557
37914678,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717376283300000000E+12,560
37914677,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717376214700000000E+12,564
37914676,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717376158300000000E+12,564
37914675,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717376102200000000E+12,561
37914674,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717376046400000000E+12,558
37914673,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717375990500000000E+12,559
37914672,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717375935300000000E+12,548
37914671,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717375881800000000E+12,535
37914670,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717375826900000000E+12,549
37914669,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717375770400000000E+12,565
37914668,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717375655900000000E+12,575
37914667,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717375598300000000E+12,576
37914666,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717375540900000000E+12,574
37914665,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717375483200000000E+12,577
37914664,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717375424900000000E+12,583
37914663,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717375365400000000E+12,587
37914662,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717375306900000000E+12,585
37914661,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717375248100000000E+12,588
37914660,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717375189600000000E+12,585
37914659,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717375131300000000E+12,583
37914658,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717375072500000000E+12,581
37914657,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717375014500000000E+12,580
37914656,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717374956500000000E+12,580
37914655,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717374898400000000E+12,581
37914654,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717374840200000000E+12,582
37914653,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717374681200000000E+12,586
37914652,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717374622100000000E+12,591
37914651,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717374562300000000E+12,598
37914650,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717374477200000000E+12,626
37914649,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717374415200000000E+12,620
37914648,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717374354100000000E+12,611
37914647,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717374294400000000E+12,597
37914646,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717374233900000000E+12,605
37914645,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717374098700000000E+12,592
37914644,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717374043100000000E+12,556
37914643,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717373987200000000E+12,559
37914642,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717373931400000000E+12,558
37914641,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717373774800000000E+12,559
37914640,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717373718500000000E+12,563
37914639,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717373661800000000E+12,567
37914638,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717373604800000000E+12,570
37914637,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717373540600000000E+12,642
37914636,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717373473600000000E+12,548
37914635,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717373362400000000E+12,562
37914634,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717373306400000000E+12,560
37914633,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717373249800000000E+12,566
37914632,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717373192000000000E+12,578
37914631,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717373131300000000E+12,607
37914630,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717373069500000000E+12,608
37914629,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717373011800000000E+12,577
37914628,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717372955500000000E+12,563
37914627,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717372899200000000E+12,563
37914626,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717372843500000000E+12,557
37914625,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717372751500000000E+12,548
37914624,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717372696400000000E+12,551
37914623,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717372642300000000E+12,541
37914622,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717372588000000000E+12,543
37914621,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717372533800000000E+12,542
37914620,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717372378900000000E+12,546
37914619,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717372323500000000E+12,554
37914618,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717372266300000000E+12,572
37914617,a502b54f-5ad0-4e5a-8399-d1e257aa1ec1,1.63717372173600000000E+12,704
