"id","userid","time","ibi"
96648906,"44a31946-60f2-4da3-9edf-a1c278288579",1640118007705,617
96648905,"44a31946-60f2-4da3-9edf-a1c278288579",1640118007075,625
96648904,"44a31946-60f2-4da3-9edf-a1c278288579",1640118006445,629
96648903,"44a31946-60f2-4da3-9edf-a1c278288579",1640118005816,645
96648902,"44a31946-60f2-4da3-9edf-a1c278288579",1640118005095,658
96648901,"44a31946-60f2-4da3-9edf-a1c278288579",1640118004555,671
96648900,"44a31946-60f2-4da3-9edf-a1c278288579",1640118003835,765
96648899,"44a31946-60f2-4da3-9edf-a1c278288579",1640118003025,605
96648898,"44a31946-60f2-4da3-9edf-a1c278288579",1640118002575,709
96648897,"44a31946-60f2-4da3-9edf-a1c278288579",1640118001765,721
96648896,"44a31946-60f2-4da3-9edf-a1c278288579",1640118001045,723
96648895,"44a31946-60f2-4da3-9edf-a1c278288579",1640118000324,722
96648894,"44a31946-60f2-4da3-9edf-a1c278288579",1640117999515,718
96648893,"44a31946-60f2-4da3-9edf-a1c278288579",1640117998884,686
96648892,"44a31946-60f2-4da3-9edf-a1c278288579",1640117998164,677
96648891,"44a31946-60f2-4da3-9edf-a1c278288579",1640117997534,672
96648890,"44a31946-60f2-4da3-9edf-a1c278288579",1640117996815,667
96648889,"44a31946-60f2-4da3-9edf-a1c278288579",1640117996185,664
96648888,"44a31946-60f2-4da3-9edf-a1c278288579",1640117995555,662
96648887,"44a31946-60f2-4da3-9edf-a1c278288579",1640117994834,660
96648886,"44a31946-60f2-4da3-9edf-a1c278288579",1640117994384,676
96648885,"44a31946-60f2-4da3-9edf-a1c278288579",1640117993484,680
96648884,"44a31946-60f2-4da3-9edf-a1c278288579",1640117992945,682
96648883,"44a31946-60f2-4da3-9edf-a1c278288579",1640117992135,689
96648882,"44a31946-60f2-4da3-9edf-a1c278288579",1640117991505,693
96648881,"44a31946-60f2-4da3-9edf-a1c278288579",1640117990785,681
96648880,"44a31946-60f2-4da3-9edf-a1c278288579",1640117990065,674
96648879,"44a31946-60f2-4da3-9edf-a1c278288579",1640117989435,677
96648878,"44a31946-60f2-4da3-9edf-a1c278288579",1640117988716,675
96648877,"44a31946-60f2-4da3-9edf-a1c278288579",1640117988084,673
96648876,"44a31946-60f2-4da3-9edf-a1c278288579",1640117987365,677
96648875,"44a31946-60f2-4da3-9edf-a1c278288579",1640117986735,676
96648874,"44a31946-60f2-4da3-9edf-a1c278288579",1640117986014,646
96648873,"44a31946-60f2-4da3-9edf-a1c278288579",1640117985384,637
96648872,"44a31946-60f2-4da3-9edf-a1c278288579",1640117983495,633
96648871,"44a31946-60f2-4da3-9edf-a1c278288579",1640117981335,739
96648870,"44a31946-60f2-4da3-9edf-a1c278288579",1640117980704,666
96648869,"44a31946-60f2-4da3-9edf-a1c278288579",1640117980075,630
96648868,"44a31946-60f2-4da3-9edf-a1c278288579",1640117979445,585
96648867,"44a31946-60f2-4da3-9edf-a1c278288579",1640117978724,754
96648866,"44a31946-60f2-4da3-9edf-a1c278288579",1640117978094,704
96648865,"44a31946-60f2-4da3-9edf-a1c278288579",1640117977375,716
96648864,"44a31946-60f2-4da3-9edf-a1c278288579",1640117976660,695
96648863,"44a31946-60f2-4da3-9edf-a1c278288579",1640117975935,719
96648862,"44a31946-60f2-4da3-9edf-a1c278288579",1640117975305,740
96648861,"44a31946-60f2-4da3-9edf-a1c278288579",1640117974494,707
96648860,"44a31946-60f2-4da3-9edf-a1c278288579",1640117973864,713
96648859,"44a31946-60f2-4da3-9edf-a1c278288579",1640117973055,680
96648858,"44a31946-60f2-4da3-9edf-a1c278288579",1640117972424,690
96648857,"44a31946-60f2-4da3-9edf-a1c278288579",1640117971705,685
96648856,"44a31946-60f2-4da3-9edf-a1c278288579",1640117970985,611
96648855,"44a31946-60f2-4da3-9edf-a1c278288579",1640117970444,772
96648854,"44a31946-60f2-4da3-9edf-a1c278288579",1640117969724,796
96648853,"44a31946-60f2-4da3-9edf-a1c278288579",1640117968915,801
